is_match,tournament,round,player_1,deck_1,player_2,deck_2,playlist_id,original_title
True,2015 WCQ: European Championship,Top 16,Darren Stephenson,Nekroz,Andrea Ippolito,Burning Abyss,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Top 16 Feature Match Highlights
True,2015 WCQ: European Championship,Top 32 Feature Match,Alessandro Di Patria,Burning Abyss,Christophe Basset,Burning Abyss,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Top 32 Feature Match
True,WCQ: EC2015,Round 10,Kevin Brandt,Nekroz,Daniel Bentsen,Shaddoll Anti,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 10 Feature Match
True,WCQ: EC2015,Round 9,Sebastian Moser,Yosenju,Giovanni Paolini,Nekroz,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 9 Feature Match Highlights
True,WCQ: EC2015,Round 9,Sebastian Moser,Yosenju,Giovanni Paolini,Nekroz,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 9 Feature Match
True,WCQ: EC2015,Round 8,Chris Bountaloudis,Satellar,Nicolas Petz,Satellar,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 8 Feature Match Highlights
True,WCQ: EC2015,Round 8,Chris Bountaloudis,Satellar,Nicolas Petz,Satellar,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 8 Feature Match
True,WCQ: EC2015,Round 7,Long Dao,Qliphort,Gillian van Sande,Infernoid,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 7 Feature Match Highlights
True,WCQ: EC2015,Round 6,Marcello Barberi,Qliphort,Aaron Chislett,Shaddoll,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 6 Feature Match Highlights
True,WCQ: EC2015,Round 7,Long Dao,Qliphort,Gillian van Sande,Infernoid,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 7 Feature Match
True,WCQ: EC2015,Round 6 Feature Match,Marcello Barberi,Qliphort,Aaron Chislett,Shaddoll,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 6 Feature Match
True,WCQ: EC2015,Round 5,Matthew Jason Mills,Hero,Marcel Cremer,Nekroz,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 5 Feature Match Highlights
True,WCQ: EC2015,Round 5,Matthew Jason Mills,Hero,Marcel Cremer,Nekroz,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 5 Feature Match
True,WCQ: EC2015,Round 4,Lewis Tulodziecki,Volcanics,Magnus Frafjord,Ritual Beasts,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 4 Feature Match Highlights
True,WCQ: EC2015,Round 4,Lewis Tulodziecki,Volcanics,Magnus Frafjord,Ritual Beasts,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 4 Feature Match
True,WCQ: EC2015,Round 3,Errikos Georgios Bek,Nekroz,Alessandro Marabissi,Qliphort,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 3 Feature Match
True,WCQ: EC2015,Round 2,James Allen Cohen,Artifact Shaddoll,Luke Smythe,Nekroz,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 2 Feature Match
True,WCQ: EC2015,Round 1 Feature Match,Eugen Heidt,Nekroz,Florian Behrend,Qliphort,PLIm0Rt8gzRbss2nX1mixsDYj4CpmZ8ugW,WCQ: EC2015: Round 1 Feature Match
True,WCQ 2016 Berlin,Final,Carmelo Buttiglieri,Phantom Knights Burning Abyss,Samir Bacher,Majespecter Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Final
True,WCQ 2016 Berlin,Top 4,Carmelo Buttiglieri,Phantom Knights Burning Abyss,Finn Bakewell,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 4 Feature Match
True,2016 WCQ: European Championship Berlin,Top 4,Carmelo Buttiglieri,Phantom Knights Burning Abyss,Finn Bakewell,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 4 Feature Match Highlights
True,2016 WCQ: European Championship Berlin,Top 8,Samir Bacher,Majespecter Pendulum,Sven-Ole Wegner,XYZ Monarchs,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 8 Feature Match Highlights
True,2016 WCQ: European Championship Berlin,Top 8,Samir Bacher,Majespecter Pendulum,Sven-Ole Wegner,XYZ Monarchs,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 8 Feature Match
True,WCQ 2016 Berlin,Top 16,Tom Paine,Burning Abyss Monarchs,Lorenzo Roma,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 16 Feature Match Highlights
True,WCQ 2016 Berlin,Top 16,Tom Paine,Burning Abyss Monarchs,Lorenzo Roma,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 16 Feature Match (Part 2)
True,Yu-Gi-Oh! 2016 WCQ: European Championship Berlin,Top 16,Tom Paine,Burning Abyss Monarchs,Lorenzo Roma,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 16 Feature Match (Part 1)
True,2016 WCQ: European Championship Berlin,Top 32,Daniele Stella,Phantom Knights Burning Abyss,Joshua Schmidt,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 32 Feature Match Highlights
True,WCQ 2016 Berlin,Round 11 Feature Match,Finn Bakewell,Pendulum,Tom Viergutz,Monarch Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 11 Feature Match
True,2016 WCQ: European Championship Berlin,Top 32,Daniele Stella,Phantom Knights Burning Abyss,Joshua Schmidt,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Top 32 Feature Match
True,WCQ 2016 Berlin,Round 11,Finn Bakewell,Pendulum,Tom Viergutz,Monarch Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 11 Feature Match Highlights
True,WCQ 2016 Berlin,Dragon Duel Top 4,Gabriele,Phantom Knights Burning Abyss,Strahinja,Domain Monarchs,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Dragon Duel Top 4 Feature Match
True,Yu-Gi-Oh! 2016 WCQ: European Championship Berlin,Round 10,Stefan Bechstedt,Mermail,Dan Braudo,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 10 Feature Match Highlights
True,WCQ 2016 Berlin,Round 10 Feature Match,Stefan Bechstedt,Mermail,Dan Braudo,Pendulum,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 10 Feature Match
True,WCQ 2016 Berlin,Round 9,Moritz Wenninger,Blackwings,Raphael Jarzyna,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 9 Feature Match
True,2016 WCQ: European Championship Berlin,Round 9,Moritz Wenninger,Blackwings,Raphael Jarzyna,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 9 Feature Match Highlights
True,WCQ 2016 Berlin,Round 8,Valens Leteurtre,Burning Abyss,Brandon Bouhalib,Cyber Dragons,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 8 Feature Match
True,WCQ 2016 Berlin,Round 7,Alessandro Di Patria,Burning Abyss,Luka Vulovic,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 7 Feature Match
True,2016 WCQ: European Championship Berlin,Round 7,Alessandro Di Patria,Burning Abyss,Luka Vulovic,Phantom Knights Burning Abyss,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 7 Feature Match Highlights
True,WCQ 2016 Berlin,Round 6,Calvin Parinussa,Yosenju,Marcel Burri,Draco Performapal,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 6 Feature Match
True,WCQ 2016 Berlin,Round 6,Calvin Parinussa,Yosenju,Marcel Burri,Draco Performapal,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 6 Feature Match Highlights
True,WCQ 2016 Berlin,Round 5 Feature Match,Jaskaran Oberoi,Qliphort Magician,Devon Amatdakoen,Demise Kozmo,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 5 Feature Match
True,2016 WCQ: European Championship Berlin,Round 4,Long Dao,Pendulum,Steffen Fleck,Kaiju Mermail,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 4 Feature Match
True,2016 WCQ: European Championship Berlin,Round 3,Alexander Rauch,Demise Kozmo,Jared Stone,Tzolkin Monarchs,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 3 Feature Match
True,WCQ 2016 Berlin,Round 2,Alexander Rauch,Demise Kozmo,Jared Stone,Tzolkin Monarchs,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 2 Feature Match
True,WCQ 2016 Berlin,Round 1,Giorgio Bandera,Felgrand,Ido Marcus,Performapal Majespecter,PLIm0Rt8gzRbvYYuWPcfcb1ZNQLCoPT5vm,WCQ 2016 Berlin: Round 1 Feature Match
True,WCQ 2017 Utrecht: European Championship,Final,Marcello Barberi,Zoodiac,Michael Forner,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Final
True,WCQ 2017 Utrecht,Top 4,Michael Forner,Zoodiac,Petros Markantonakis,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Top 4 Feature Match
True,WCQ 2017 Utrecht,Top 8,Alessandro Longo,Zoodiac,Tom Paine,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Top 8 Feature Match
True,WCQ 2017 Utrecht,Top 32,Marcello Barberi,Zoodiac,Federico Pastore,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Top 32 Feature Match
True,WCQ 2017 Utrecht,Top 16,Tom Paine,Zoodiac,Engelbert-Peter van den Dop,True Draco Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Top 16 Feature Match
True,WCQ 2017 Utrecht,Top 64,Noah Riffel,Zoodiac,Reuben Baron,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Top 64 Feature Match
True,WCQ 2017 Utrecht,Round 11,Andrea Ippolito,True Draco,Marvin Schmidt,Magician Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 11 Feature Match
True,WCQ 2017 Utrecht,Dragon Duel - Final,Felix Rau,True Draco Zoodiac,Erik Töpel,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Dragon Duel - Final
True,WCQ 2017 Utrecht,Round 9,Alexander Hultzsch,Zoodiac,Sijing You,Magician Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 9 Feature Match
True,WCQ 2017 Utrecht,Round 8,Jack Verma,Lightsworn,Zdravko Kaishev,Windwitch Invoked,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 8 Feature Match
True,WCQ 2017 Utrecht,Round 7,Treven Govender,True Draco,Magnus Frafjord,Yang Zing,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 7 Feature Match
True,WCQ 2017 Utrecht,Round 6,Roy Diepstraten,Magician True Draco,Andrei Farcas,True Draco,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 6 Feature Match
True,WCQ 2017 Utrecht,Round 5,Marcel Burri,Zoodiac,Ido Rephael Marcus,Windwitch Invoked,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 5 Feature Match
True,WCQ 2017 Utrecht,Round 4,Youri Lansman,Wind Witch Invoked,Andries Regniers,True Draco,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 4 Feature Match
True,WCQ 2017 Utrecht,Round 3,Maximilian Kautz,True Kings Zoodiac,Pascal Kihm,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 3 Feature Match
True,WCQ 2017 Utrecht,Round 3,Maximilian Kautz,True Kings Zoodiac,Pascal Kihm,Zoodiac,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 3 Feature Match
True,WCQ 2017 Utrecht,Round 2,Michael Pantelias,True King Yang Zing,Balazs Bartha,Shinobird,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 2 Feature Match
True,YCS Milan 2018,Round 1,Peter Chen,Sky Striker Pure,Andreas Vrellos,Sky Striker Pure,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 1 - Peter Chen vs Andreas Vrellos
True,WCQ 2017 Utrecht,Round 1,Samir Bacher,Pure Zoodiac,Florian Ginevra,Pendulum Magician,PLIm0Rt8gzRbsHq8NXVNrIejQoUN3nMFfo,WCQ 2017 Utrecht: Round 1 Feature Match
True,YCS Milan 2018,Round 2,Zoppini Federico,Gouki,Stogiannos Konstantinos,Thunder Dragon,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 2 - Zoppini Federico vs Stogiannos Konstantinos
True,YCS Milan 2018,Round 3,Driss Gevaert,Kozmo,Lucas Waser,Sky Striker Pure,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 3 - Gevaert Driss  vs. Waser Lucas
True,YCS Milan 2018,Round 4,Herman Hansson,Prankids,Richard Konschake,World Chalice,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 4 - Herman Hansson vs. Richard Konschake
True,YCS Milan 2018,Round 6,Joshua Schmidt,Danger! Turbo,Darren Stephenson,Altergeist,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 6 - Joshua Schmidt vs. Darren Stephenson
True,YCS Milan 2018,Round 5,Tsormpatsidis Marios,Altergeist,Asser Noah,Nekroz,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 5 - Tsormpatsidis Marios vs. Asser Noah
True,YCS Milan 2018,Round 7,Ruben Lima,Burning Abyss,Ryan Lon Bachus,Thunder Dragon,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 7 - Ruben Lima vs. Ryan Lon Bachus
True,YCS Milan 2018,Round 8,Samir Bachar,Thunder Dragon,Cyril Boiron,Pendulum,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 8 - Samir Bachar vs. Cyril Boiron
True,YCS Milan 2018,Round 9,Dinh-Kha Bui,Prankids,Vladis Baranovskis,Gem Knight FTK,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 9 - Dinh-Kha Bui vs. Vladis Baranovskis
True,YCS Milan 2018,Round 10,Kristoffer Nielsen,Dark Warrior,Adrian Dursun,Dark Warrior,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 10 - Kristoffer Nielsen vs. Adrian Dursun
True,YCS Milan 2018,Round 11,Zekias Shah,Pendulum,Eric Raimondi,Altergeist,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Round 11 - Zekias Shah vs. Eric Raimondi
True,YCS Milan 2018,Top 32,Federico Pastore,Thunder Dragons,Maximilien Delval,True Draco,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Top 32 - Federico Pastore vs. Maximilien Delval
True,YCS Milan 2018,Top 4,Andres David Torres Reyes,Thunder Dragon,Dinh-Kha Bui,Prankids,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Top 4 - Andres David Torres Reyes vs. Dinh-Kha Bui
True,YCS Milan 2018,Top 16,Dimitris Rafailidis,Thunder Dragons,Errikos Bek,Sky Striker Pure,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Top 16 - Dimitris Rafailidis vs. Errikos Bek - Part 2
True,YCS Milan 2018,Top 8,Simon He,Sky Striker,Federico Mecozzi,Thunder Dragon,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Top 8 - Simon He vs. Federico Mecozzi
True,YCS Milan 2018,Final,Federico Mecozzi,Thunder Dragon,Dinh-Kha Bui,Prankids,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Final - Federico Mecozzi vs. Dinh-Kha Bui
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 1
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 3
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 2
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 4
True,YCS Milan 2018,Top 16,Dimitris Rafailidis,Thunder Dragons,Errikos Bek,Sky Striker Pure,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018 - Top 16 - Dimitris Rafailidis vs. Errikos Bek - Part 1
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 6
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 7
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 5
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 8
True,YCS Milan 2018,Round 10,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvNmWVsRbgwdxXWcX1EXxh0,YCS Milan 2018: Round 10 - Yu-Gi-Oh! Games - Part 9
True,YCS Bologna Genesys Invitational,Round 3,Unknown,Dracotail Shaddoll,Unknown,Monarch,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Round 3 – Dracotail Shaddoll vs Monarch | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Round 1,Unknown,Radiant Typhoon,Unknown,Lunalight,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Round 1 – Radiant Typhoon vs Lunalight | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Round 5,Unknown,Radiant Typhoon,Unknown,Lunalight,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Round 5 – Radiant Typhoon vs Lunalight | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Final,Unknown,Lunalight,Unknown,Psychic,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Final – Lunalight vs Psychic | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Semi-Final,Unknown,Mathmech,Unknown,Psychic,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Semi-Final – Mathmech vs Psychic | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Round 4,Unknown,Artmage,Unknown,Mathmech,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Round 4 – Artmage vs Mathmech | YCS Bologna Genesys Invitational
True,YCS Bologna Genesys Invitational,Round 2,Apophis,Unknown,Unknown,Ice Barrier,PLIm0Rt8gzRbuI3ij0C4yrfAQb8tMbtCt8,Round 2 – Apophis vs Ice Barrier | YCS Bologna Genesys Invitational
