is_match,tournament,round,player_1,deck_1,player_2,deck_2,playlist_id,original_title
True,European Yu-Gi-Oh! Championship 2022,Top 128,Pietro Dardini,Unknown,Stephanos Fostieris,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Top 128 – Pietro Dardini vs. Stephanos Fostieris – European Yu-Gi-Oh! Championship 2022 – Day
True,European Yu-Gi-Oh! Championship 2022,Round 12,Robin Dulin,Unknown,Tim Koller,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 12 – Robin Dulin vs. Tim Koller – European Yu-Gi-Oh! Championship 2022 – Day 2
True,European Yu-Gi-Oh! Championship 2022,Round 11,Alex Robertson,Unknown,Adam Fleming,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 11 – Alex Robertson vs. Adam Fleming – European Yu-Gi-Oh! Championship 2022 – Day 2
True,European Yu-Gi-Oh! Championship 2022,Round 10,Claus Schledorn,Unknown,Marcus Patel,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 10 – Claus Schledorn vs. Marcus Patel – European Yu-Gi-Oh! Championship 2022 – Day 2
True,European Yu-Gi-Oh! Championship 2022,Round 9,Arthur Tarrieu,Unknown,Alvaro Bonilla,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 9 – Arthur Tarrieu vs. Alvaro Bonilla – European Yu-Gi-Oh! Championship 2022 – Day 1
True,European Yu-Gi-Oh! Championship 2022,Round 8,Oliver Newton,Unknown,Lorenzo Massi,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 8 – Oliver Newton vs. Lorenzo Massi – European Yu-Gi-Oh! Championship 2022 – Day 1
True,European Yu-Gi-Oh! Championship 2022,Round 7,Kian Shahbazi,Unknown,Luigi Amato,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 7 – Kian Shahbazi vs. Luigi Amato – European Yu-Gi-Oh! Championship 2022 – Day 1
True,European Yu-Gi-Oh! Championship 2022,Round 5,Anze Beljan,Unknown,Dinh-Kha Bui,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 5 – Anze Beljan 🇭🇷 vs. Dinh-Kha Bui 🇩🇪 – European Yu-Gi-Oh! Championship 2022
True,European Yu-Gi-Oh! Championship 2022,Round 6,Michael Forner,Unknown,Franceso Papini,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 6 – Michael Forner 🇮🇹 vs. Franceso Papini 🇮🇹 – European Yu-Gi-Oh! Championship
True,European Yu-Gi-Oh! Championship 2022,Round 3,Diego Ganzerli,Unknown,Joe White,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 3 – Diego Ganzerli 🇮🇹 vs. Joe White 🇬🇧 – European Yu-Gi-Oh! Championship 2022 – Day 1
True,European Yu-Gi-Oh! Championship 2022,Round 4,Luka Forjan,Unknown,Vladis Baranovskis,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 4 – Luka Forjan 🇭🇷 vs. Vladis Baranovskis 🇮🇪 – European Yu-Gi-Oh! Championship
True,European Yu-Gi-Oh! Championship 2022,Round 2,Herman Hansson,Unknown,Raphael Movsesian,Unknown,PLIm0Rt8gzRbtsvJLX5Jz3_XP401RpPNw_,Round 2 – Herman Hansson 🇸🇪 vs. Raphael Movsesian 🇫🇷 – European Yu-Gi-Oh! Championship 2022 – Day 1
True,YCS Ghent 2019,Round 9,Alexandre Pousset,Unknown,Marvin Schmidt,Unknown,PLIm0Rt8gzRbvQIL8kLAlzf2b1frm5P6jR,YCS Ghent 2019 - Round 9 - Alexandre Pousset vs. Marvin Schmidt (part2)
True,YCS Milan 2019,Round 1,Adrien Sierro,Unknown,Federico Mecozzi,Unknown,PLIm0Rt8gzRbubZdC-3nwjMmf4XnBa3XcX,YCS Milan 2019 - Round 1 - Adrien Sierro vs. Federico Mecozzi
True,YCS Milan 2019,Round 7,Matteo Bertulezzi,Unknown,Quentin Royer,Block Dragon Burning Abyss,PLIm0Rt8gzRbubZdC-3nwjMmf4XnBa3XcX,YCS Milan 2019 - Round 7 - Matteo Bertulezzi vs. Quentin Royer
True,2019 YCS Sydney,Final,Jesse Kotton,Unknown,Onur Gezer,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Final - Jesse Kotton vs. Onur Gezer
True,2019 YCS Sydney,Top 8,Lincoln Johnston,Unknown,Peter Mitrothanasis,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - TOP8 - Lincoln Johnston vs. Peter Mitrothanasis
True,2019 YCS Sydney,Top 32,Cameron Aiezza,Unknown,Elton Zhang,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - TOP32 Match 2 - Cameron Aiezza vs. Elton Zhang
True,2019 YCS Sydney,Top 16,Jesse Kotton,Unknown,Isaac Stott,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - TOP16 - Jesse Kotton vs. Isaac Stott
True,2019 YCS Sydney,Top 4,Onur Gezer,Unknown,Bohdan Temnyk,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - TOP4 - Onur Gezer vs. Bohdan Temnyk
True,2019 YCS Sydney,Top 32 Match 1,Jason Maher,Unknown,Janah Singer,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - TOP32 Match 1 - Jason Maher vs. Janah Singer
True,2019 YCS Sydney,Round 10,Nathan Kosc,Unknown,Patrick Safranko,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 10 - Nathan Kosc vs. Patrick Safranko
True,2019 YCS Sydney,Round 8,Koji Yajima,Unknown,Liam Debono,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 8 - Koji Yajima vs. Liam Debono
True,2019 YCS Sydney,Round 9,Liam Andrews,Unknown,Weisi Chen,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 9 - Liam Andrews vs. Weisi Chen
True,2019 YCS Sydney,Round 7,Michael Duke,Unknown,Alex Chambers,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 7 - Michael Duke vs. Alex Chambers
True,2019 YCS Sydney,Round 6,Blake Charles,Unknown,Onur Gezer,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 6 - Blake Charles vs. Onur Gezer
True,2019 YCS Sydney,Round 5,Shane Hage,Unknown,Bohdan Temnyk,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney- Round 5 - Shane Hage vs. Bohdan Temnyk
True,2019 YCS Sydney,Round 4,Cameron Aiezza,Unknown,Daniel Kitson,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Round 4 - Cameron Aiezza vs. Daniel Kitson
True,2019 YCS Sydney,Round 3,Frank Geracitano,Unknown,Poe Jiang,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Round 3 - Frank Geracitano vs. Poe Jiang
True,2019 YCS Sydney,Round 2 Match 1,Axel Goodall,Unknown,Bradley Bugeja,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Round 2 Match 1 - Axel Goodall vs. Bradley Bugeja
True,2019 YCS Sydney,Round 2 Match 2,Ken Hy,Unknown,Daniel Peck,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Round 2 Match 2 - Ken Hy vs. Daniel Peck
True,YCS Sydney 2017,Final,Bohdan Temnyk,Unknown,Michael Duke,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Final
True,YCS Sydney 2017,Top 4,Bohdan Temnyk,Unknown,Mark Key,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Top 4
True,2019 YCS Sydney,Round 1,Christopher Booth,Unknown,Ryan Levine,Unknown,PLIm0Rt8gzRburNEkrpAZchPkgIHfvOhYf,2019 YCS Sydney - Round 1 - Christopher Booth vs. Ryan Levine
True,YCS Sydney 2017,Top 8,Li Lee,Unknown,Luke Campisi,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Top 8
True,YCS Sydney 2017,Top 32,Ryan Levine,Unknown,Michael Duke,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Top 32
True,YCS Sydney 2017,Top 16,Patrick Safranko,Unknown,Cameron Nyhuis,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 16
True,YCS Sydney 2017,Round 9,Bradley Brugeja,Unknown,Lincoln Morrissey,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 9
True,YCS Sydney 2017,Round 10,Callum Scott,Unknown,Onur Gezer,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 10
True,YCS Sydney 2017,Round 8,Oliver Parle,Unknown,Leo Chen,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 8
True,YCS Sydney 2017,Round 4,Ryo Takeyama,Unknown,Troy McCarthy,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 4
True,YCS Sydney 2017,Round 7,Newsun Zeng,Unknown,Matthew Casserio,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 7
True,YCS Sydney 2017,Round 5,Alex Chambers,Unknown,Junfan Zhu,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 5
True,YCS Sydney 2017,Round 1,Liam Fardell,Unknown,Jordan Westbroke,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 6
True,YCS Sydney 2017,Round 2,Dylan Barnes-Eliott,Unknown,Chris Matthew,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 2
True,YCS Sydney 2017,Round 3,Alex Choi,Unknown,Adam Cass,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 3
True,YCS Sydney 2017,Round 1,Yaowei Zhang,Unknown,Daniel Nies,Unknown,PLIm0Rt8gzRbuwoMC-m7OWUgD_Uuqt_5Km,YCS Sydney 2017: Round 1
True,2016 WCQ: German National Championship,Final,Florian Behrend,Unknown,Timo Hempel,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - FINAL
True,2016 WCQ: German National Championship,Top 4,Florian Behrend,Unknown,Dominic Nicens,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - Top 4
True,2016 WCQ: German National Championship,Top 8,Timo Hempel,Unknown,Patrick Haggert,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - Top 8
True,2016 WCQ: German National Championship,Top 16,Lorenzo Roma,Unknown,Andreas Gerlach,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - Top 16
True,2016 WCQ: German National Championship,Top 32,Pitai Meyer,Unknown,Sascha Fabian,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Top 32
True,2016 WCQ: German National Championship,Top 64,Emre Kizilates,Unknown,Linus Thaler,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Top 64
True,2016 WCQ: German National Championship,Round 10,Lorenzo Roma,Unknown,Andreas Gerlach,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - Round 10
True,2016 WCQ: German National Championship,Round 9,Martin Koch,Unknown,Markus Schmid,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship  - Round 9
True,2016 WCQ: German National Championship,Round 8,Michael,Unknown,Dennis,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 8
True,2016 WCQ: German National Championship,Round 7,Eugen Heidt,Unknown,Markus Burtchen,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 7
True,2016 WCQ: German National Championship,Round 4,Joado De Noronha,Unknown,Lorenzo Roma,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 4
True,2016 WCQ: German National Championship,Round 5,Florian Giesa,Unknown,Jan Grönke,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 5
True,2016 WCQ: German National Championship,Round 6,Marcel Brunner,Unknown,Daniel Hogenmüller,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 6
True,2016 WCQ: German National Championship,Round 3,Jens Eckardt,Unknown,Alexander Gadalla,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 3
True,2016 WCQ: German National Championship,Round 2,Dominik Barz,Unknown,Safak Sahin,Unknown,PLIm0Rt8gzRbtCvzE6j2-6uD5cfNqnIVw2,2016 WCQ: German National Championship - Round 2
True,2014 World Championship,Final,Shunsuke Hiyama,Unknown,Sehabi Kheiredd,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Final Match
True,2014 World Championship Dragon Duel,Final Match,Kim Chan-ho,Unknown,Ivan Alvarez,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship Dragon Duel: Final Match
True,2014 World Championship,3rd / 4th Place,Niccoló Mazzoleni,Unknown,Oliver Tomajko,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: 3rd / 4th Place
True,2014 World Championship Dragon Duel,3rd / 4th Place Match,Clayton Hill,Unknown,Brandon Bird,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship Dragon Duel: 3rd / 4th Place Match
True,2014 World Championship,Top 4 Feature Match,Shunsuke Hiyama,Unknown,Niccoló Mazzoleni,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Top 4 Feature Match
True,2014 World Championship Dragon Duel,Top 8,Motoi Arai,Unknown,Kim Chan-ho,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship Dragon Duel: Top 8 Feature Match
True,2014 World Championship,Round 5,Sean McCabe,Unknown,Sehabi Kheireddine,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Round 5 Feature Match
True,2014 World Championship,Round 4 Feature Match,Nao Murakami,Unknown,Bill McCavitt,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Round 4 Feature Match
True,2014 World Championship,Round 3 Feature Match,Edison Pan,Unknown,Ivan Alvarez,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Round 3 Feature Match
True,2014 World Championship,Round 2 Feature Match,Oliver Tomajko,Unknown,Rogger Antonio Vera Moran,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Round 2 Feature Match
True,2014 World Championship,Round 1 Feature Match,Eugen Heidt,Unknown,Shin-En Huang,Unknown,PLIm0Rt8gzRbuBwwHoazOzCj6s3_67kj8e,2014 World Championship: Round 1 Feature Match
True,2017 World Championship,Round 1,Aaron Furman,Unknown,Ryan Slot,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | Round 1: Aaron Furman vs Ryan Slot
True,2017 World Championship,Round 2,Dkayed,Unknown,Samsung Yoshida,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | Duel Links | Round 2: Dkayed vs Samsung Yoshida
True,2017 World Championship TCG Dragon Duel,Round 3,Charley Futch III,Unknown,Felix Rau,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG Dragon Duel | Round 3: Charley Futch III vs Felix Rau
True,2017 World Championship,Round 4,Roland Fang,Unknown,Marcello Barberi,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | Round 4: Roland Fang vs Marcello Barberi
True,2017 World Championship,Quarter Final,Ryan Yu,Unknown,Connor Dwyer,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG Dragon Duel | Quarter Final: Ryan Yu vs Connor Dwyer
True,2017 World Championship,Round 5,dgzo,Unknown,Tutpup,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | Duel Links | Round 5: dgzo vs Tutpup
True,2017 World Championship,Semi Final,Marcello Barberi,Unknown,Shen-Fei Milton Chua,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | Semi Final: Marcello Barberi vs Shen-Fei Milton Chua
True,2017 World Championship,Quarter Final,Naoki Takeda,Unknown,Michael Forner,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | Quarter Final: Naoki Takeda vs Michael Forner
True,2017 World Championship,3rd Place Match,Marcello Barberi,Unknown,Michael Forner,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | 3rd Place Match: Marcello Barberi vs Michael Forner
True,2017 World Championship,Final,Timmy,Unknown,Tutpup,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | Duel Links | Final: Timmy vs Tutpup
True,2017 World Championship (TCG Dragon Duel),Final,Rafael Mariano Reich,Unknown,Ryan Yu,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG Dragon Duel | Final: Rafael Mariano Reich vs Ryan Yu
True,2017 World Championship,Final,Ryosuke Tsujimura,Unknown,Shen-Fei Milton Shua,Unknown,PLIm0Rt8gzRbtF0raJMkgb_AVj7Kyqnwn7,2017 World Championship | TCG All-Ages | Final: Ryosuke Tsujimura vs Shen-Fei Milton Shua
True,2017 WCQ: Spanish Nationals,Round 3,Sigrid Alvarez,Unknown,Alvaro Bonilla,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 3
True,2017 WCQ: Spanish Nationals,Round 4,Ignacio García Ruano,Unknown,Alberto López Pastor,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 4
True,2017 WCQ: Spanish Nationals,Round 6,Antonio Ripoll,Unknown,Adrián Santiago,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 6
True,2017 WCQ: Spanish Nationals,Round 5,Felipe de la Cruz,Unknown,Yan Yang,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 5
True,2017 WCQ: Spanish Nationals,Round 7,Iván Navarro,Unknown,Samory Djalo,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 7
True,2017 WCQ: Spanish Nationals,Round 8,Ibai Blanco,Unknown,Eros Tamargo,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Round 8
True,2017 WCQ: Spanish Nationals,Top 16,Erik Ugarte,Unknown,Adrián Santiago,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Top 16
True,2017 WCQ: Spanish Nationals,Top 8,Adrián Fernandez,Unknown,Roberto Salcines,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Top 8
True,2017 WCQ: Spanish Nationals,Finals,Eder Alonso,Unknown,Felipe de la Cruz,Unknown,PLIm0Rt8gzRbsKkfRBUEAtYDGBlH8fVkud,2017 WCQ: Spanish Nationals | Finals
True,2018 WCQ: National Championship - UK,Round 8,Usman Mannan,Unknown,Samuel Arnett,Unknown,PLIm0Rt8gzRbtlF-ldXXFmhRTym7L5yk23,2018 WCQ: National Championship - UK - Round 8 - Usman Mannan vs Samuel Arnett
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 2,Unknown,Lightsworn,Unknown,Chaos Fairy,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 2 - Lightsworn vs Chaos Fairy - Ultimate Time Wizard 2010 YCS Bologna 2024
True,YCS Bologna 2024,Round 1,Unknown,Plants,Unknown,Frog HERO,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 1 - Plants vs Frog HERO - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 3,Unknown,Machina Gadget,Unknown,Blackwing,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 3 - Machina Gadget vs Blackwing - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 5,Unknown,Blackwing,Unknown,Frog Monarch,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 5 - Blackwing vs Frog Monarch - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 4,Unknown,Machina Synchro,Unknown,Flamvell Frog,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 4 - Machina Synchro vs Flamvell Frog - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 7,Unknown,Blackwing,Unknown,Gladiator Beast,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 7 - Blackwing vs Gladiator Beast - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 6,Unknown,Gladiator Beast,Unknown,Gladiator Beast,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 6 - Gladiator Beast vs Gladiator Beast - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Round 8,Unknown,Blackwing,Unknown,Zombie,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Round 8 - Blackwing vs Zombie - Ultimate Time Wizard 2010 YCS Bologna 2024
True,YCS Bologna 2024,Top 4,Unknown,Gladiator Beast,Unknown,Blackwing,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Top 4 - Gladiator Beast vs Blackwing - Ultimate Time Wizard 2010 YCS Bologna 2024
True,Ultimate Time Wizard 2010 YCS Bologna 2024,Top 8,Unknown,Blackwing,Unknown,Blackwing,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Top 8 - Blackwing vs Blackwing -  Ultimate Time Wizard 2010 YCS Bologna 2024
True,YCS Bologna 2024,Final,Unknown,Blackwing,Unknown,Blackwing,PLIm0Rt8gzRbvoTO6w4CBrg0uOJmsPZYMQ,Final - Blackwing vs Blackwing - Ultimate Time Wizard 2010 YCS Bologna 2024
True,2018 Yu-Gi-Oh! TCG World Championship,Quarter-Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvqW-711158U4fL3Mk_aZCh,2018 Yu-Gi-Oh! TCG World Championship - Quarter-Final
True,2018 Yu-Gi-Oh! TCG World Championship,Semi-Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvqW-711158U4fL3Mk_aZCh,2018 Yu-Gi-Oh! TCG World Championship - Semi-Final
True,2018 Yu-Gi-Oh! TCG World Championship,3rd Place Playoff,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvqW-711158U4fL3Mk_aZCh,2018 Yu-Gi-Oh! TCG World Championship - 3rd Place Playoff
True,2018 Yu-Gi-Oh! TCG World Championship,Unknown,Ryosuke Tsujimura,Unknown,Poe Jiang,Unknown,PLIm0Rt8gzRbvqW-711158U4fL3Mk_aZCh,2018 Yu-Gi-Oh! TCG World Championship - Ryosuke Tsujimura vs Poe Jiang
True,2018 Yu-Gi-Oh! TCG World Championship,Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbvqW-711158U4fL3Mk_aZCh,2018 Yu-Gi-Oh! TCG World Championship - Final & Award Ceremony
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Round 3,Unknown,Stardust Dragon / Assault Mode,Unknown,Frogs,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 3 - Stardust Dragon / Assault Mode vs Frogs - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Round 6,Unknown,Macro Cosmos,Unknown,Plants,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 6 - Macro Cosmos vs Plants - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Round 4,Unknown,Frog HERO,Unknown,Dragons,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 4 - Frog HERO vs Dragons - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,YCS Birmingham 2025,Round 1,Unknown,Zombie Lightsworn,Unknown,Chaos Fairy,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 1 - Zombie Lightsworn vs Chaos Fairy - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Final,Unknown,Machina,Unknown,Frogs,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Final - Machina vs Frogs - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,YCS Birmingham 2025,Round 7,Unknown,Gladiator Beasts,Unknown,Dragons,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 7 - Gladiator Beasts vs Dragons - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Round 8,Unknown,Frogs,Unknown,Blackwing,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Round 8 - Frogs vs Blackwing - Ultimate Time Wizard 2010 YCS Birmingham 2025
